user,text_post,is_like
103849,51116,t
122143,51116,f
129840,51116,t
134929,51116,t
1472186,51116,t
220479,51116,t
251142,51116,t
293671,51116,t
347029,51116,f
396854,51116,t
42591,51116,f
53422,51116,f
567503,51116,t
6059,51116,t
683820,51116,f
69319,51116,t
712499,51116,t
868235,51116,f
903667,51116,t
92870,51116,f
933623,51116,t
10003,51115,f
1068795,51115,f
115083,51115,f
1184800,51115,f
221666,51115,f
440841,51115,t
534657,51115,f
681229,51115,f
919461,51115,f
10675,44641,t
1136028,44641,f
1138318,44641,t
1155153,44641,f
1168553,44641,f
1201691,44641,f
125387,44641,f
1347118,44641,f
1381295,44641,t
1388977,44641,t
140586,44641,f
1413230,44641,f
1415406,44641,f
1561365,44641,f
1610054,44641,f
166666,44641,f
196217,44641,f
199067,44641,f
208194,44641,t
224780,44641,f
241110,44641,f
268929,44641,t
29250,44641,f
303142,44641,f
344523,44641,f
389620,44641,f
425653,44641,f
462603,44641,f
5172,44641,f
517984,44641,f
566568,44641,f
595267,44641,f
632183,44641,t
701613,44641,f
752581,44641,t
875086,44641,t
894070,44641,t
92979,44641,f
952785,44641,f
1027235,10809,t
113517,10809,t
116262,10809,t
1171512,10809,t
1521814,10809,t
158788,10809,t
182951,10809,t
184884,10809,t
581311,10809,t
1052861,7626,t
11756,7626,t
1221710,7626,t
1372634,7626,t
1416671,7626,t
1482139,7626,t
16034,7626,t
1674069,7626,t
175550,7626,t
195006,7626,f
2140,7626,t
237915,7626,t
249059,7626,t
252609,7626,t
372632,7626,t
406427,7626,t
420022,7626,t
450220,7626,t
47402,7626,t
486136,7626,t
59725,7626,t
672223,7626,t
677053,7626,f
79392,7626,t
846401,7626,t
867180,7626,t
95585,7626,t
985254,7626,f
103412,6301,t
1052861,6301,t
1113229,6301,t
1145914,6301,t
212305,6301,t
21354,6301,t
275811,6301,t
304463,6301,t
331656,6301,f
43523,6301,t
51128,6301,t
808280,6301,t
829267,6301,t
1773370,6157,t
567226,6157,t
103576,6155,t
112758,6155,t
121385,6155,t
1390316,6155,t
14377,6155,t
147807,6155,t
188423,6155,t
194898,6155,t
286506,6155,t
318779,6155,t
319059,6155,t
396483,6155,t
402317,6155,t
443314,6155,t
46952,6155,t
527496,6155,t
636476,6155,t
646180,6155,t
1105447,6153,t
1176713,6153,t
1260577,6153,t
1275202,6153,t
142831,6153,t
165019,6153,t
1708473,6153,t
194629,6153,t
197373,6153,t
215120,6153,t
2263,6153,t
237375,6153,t
295371,6153,t
388127,6153,t
405945,6153,t
418992,6153,t
475520,6153,t
5114,6153,f
529168,6153,t
581360,6153,t
665276,6153,t
1165172,6151,t
1354292,6151,t
1429658,6151,t
152798,6151,t
1671753,6151,t
233527,6151,t
312582,6151,t
37803,6151,t
448559,6151,t
5356,6151,t
572792,6151,t
619607,6151,t
629060,6151,t
662388,6151,t
705239,6151,t
734659,6151,t
755384,6151,f
780731,6151,t
82006,6151,t
1050469,6150,f
1340896,6150,f
1375900,6150,f
1821266,6150,f
199013,6150,t
231710,6150,f
273593,6150,f
319617,6150,f
335931,6150,t
363064,6150,f
364188,6150,f
37488,6150,f
419125,6150,t
44701,6150,t
521431,6150,f
668616,6150,f
852028,6150,t
956419,6150,f
1492087,6147,t
5114,6147,t
605732,6147,t
1145678,6146,f
153276,6146,t
169490,6146,f
1763824,6146,f
183413,6146,f
19359,6146,f
220533,6146,t
245735,6146,f
304799,6146,f
391833,6146,f
411920,6146,t
455424,6146,t
529388,6146,f
553010,6146,f
597134,6146,t
65750,6146,f
744359,6146,t
12166,6070,f
1511754,6070,f
152441,6070,f
1527221,6070,t
1632449,6070,f
166326,6070,f
1676910,6070,f
1764480,6070,f
17990,6070,f
201962,6070,t
241967,6070,f
275521,6070,f
323432,6070,t
335081,6070,t
442365,6070,f
44324,6070,f
446381,6070,f
492640,6070,f
542064,6070,f
665276,6070,f
673972,6070,f
71226,6070,t
736214,6070,t
956419,6070,f
99947,6070,t
135437,6069,t
1652135,6069,t
180034,6069,t
1828373,6069,t
263047,6069,t
265023,6069,t
290500,6069,t
412418,6069,t
417897,6069,t
427251,6069,t
739974,6069,t
985746,6069,t
1208135,6065,f
1497603,6065,t
1653121,6065,f
280592,6065,f
313104,6065,t
339916,6065,f
448832,6065,f
685234,6065,f
736854,6065,t
1502448,6063,f
417045,6063,f
601186,6063,f
757552,6063,t
766814,6063,f
1424977,6062,f
1498209,6062,t
443063,6062,f
622552,6062,t
1031636,6057,t
1079836,6057,t
120961,6057,f
140690,6057,t
150571,6057,t
1568069,6057,t
1611716,6057,t
1682534,6057,t
18991,6057,t
222445,6057,t
25147,6057,t
273737,6057,t
311856,6057,t
345560,6057,t
396183,6057,t
449569,6057,t
46667,6057,t
489245,6057,t
576745,6057,t
82689,6057,t
854425,6057,t
1071965,6056,f
12724,6056,t
1338066,6056,t
1579468,6056,t
1588529,6056,f
161762,6056,f
165012,6056,f
168920,6056,t
171525,6056,f
178097,6056,t
198488,6056,t
202081,6056,t
223013,6056,t
289396,6056,t
345754,6056,t
381247,6056,t
429475,6056,t
604227,6056,t
645283,6056,f
682277,6056,f
7568,6056,t
8385,6056,t
84719,6056,t
8707,6056,t
872677,6056,t
955770,6056,f
95912,6056,t
99025,6056,f
1650047,4592,f
200581,4592,f
269675,4592,f
283796,4592,f
359747,4592,f
40831,4592,f
431644,4592,f
564194,4592,f
616748,4592,f
622573,4592,f
853114,4592,f
163182,4033,t
891276,4031,f
111574,4029,f
1133661,4029,f
117123,4029,f
12853,4029,t
13087,4029,f
141417,4029,f
15051,4029,f
1566046,4029,f
173432,4029,f
182594,4029,f
205145,4029,f
290025,4029,t
301688,4029,f
308814,4029,f
446521,4029,t
56567,4029,t
582318,4029,t
734659,4029,f
757540,4029,f
760523,4029,f
820322,4029,t
821742,4029,f
920030,4029,f
1074117,4024,t
1136978,4024,t
1166067,4024,f
1226664,4024,t
1325163,4024,t
1408113,4024,f
1573538,4024,f
217914,4024,t
276359,4024,f
312558,4024,t
355543,4024,f
375817,4024,f
441404,4024,t
721502,4024,t
800099,4024,t
94865,4024,t
1007394,4019,f
138266,4019,f
1429658,4019,t
1551972,4019,f
157896,4019,t
183787,4019,t
352523,4019,t
361587,4019,f
457664,4019,t
621107,4019,f
701162,4019,t
759757,4019,f
959683,4019,t
1315965,4018,f
14512,4018,f
330013,4018,f
404834,4018,f
450220,4018,t
734744,4018,f
891276,4018,f
1222444,4016,f
170783,4016,t
197592,4016,f
281844,4016,t
353613,4016,t
12838,4010,f
217719,4010,t
340715,4010,t
404905,4010,f
431225,4010,t
1070750,3995,f
137278,3995,f
190640,3995,t
205881,3995,f
225767,3995,f
292007,3995,t
337763,3995,f
38952,3995,t
771065,3995,f
90226,3995,t
90677,3995,t
956419,3995,f
24610,3993,t
306195,3993,f
277514,3985,t
865721,3985,t
1027674,3939,t
62674,3939,t
1035530,3938,t
111740,3938,f
11581,3938,t
1238064,3938,t
12474,3938,f
136833,3938,f
1498919,3938,t
1604616,3938,t
1748135,3938,f
281625,3938,f
322003,3938,t
366833,3938,f
408297,3938,t
507478,3938,t
532919,3938,t
547918,3938,t
58947,3938,t
668978,3938,t
679706,3938,t
732641,3938,f
7565,3938,t
8744,3938,t
985269,3938,t
108127,3936,f
1177439,3936,f
1304141,3936,f
141675,3936,t
1533783,3936,t
1559428,3936,f
171856,3936,f
1781993,3936,f
202116,3936,t
233374,3936,f
302238,3936,f
304176,3936,f
336670,3936,t
372632,3936,t
418567,3936,f
4990,3936,f
964445,3936,f
1041883,3924,f
1210309,3924,t
1265919,3924,t
1391240,3924,f
1544,3924,f
197600,3924,t
208012,3924,f
339279,3924,f
384362,3924,f
521194,3924,f
613073,3924,f
69426,3924,f
828282,3924,f
13027,3919,t
1394212,3919,t
18390,3919,t
234740,3919,t
33061,3919,t
454618,3919,t
138560,3918,f
146870,3918,t
1475655,3918,t
152300,3918,t
1611167,3918,f
166889,3918,f
179300,3918,f
233769,3918,t
243973,3918,f
249777,3918,f
251592,3918,t
271801,3918,f
370094,3918,f
432225,3918,t
434701,3918,f
457195,3918,f
461306,3918,f
852711,3918,t
941754,3918,t
1041883,3878,f
104735,3878,f
105255,3878,t
1136634,3878,f
133351,3878,f
144267,3878,f
147774,3878,f
165012,3878,f
183413,3878,f
18692,3878,t
208384,3878,f
2122,3878,t
220970,3878,t
229603,3878,f
23002,3878,t
275712,3878,f
277613,3878,f
289082,3878,f
319183,3878,f
385235,3878,t
39020,3878,f
40102,3878,f
42969,3878,f
477583,3878,t
50365,3878,f
58198,3878,t
714152,3878,f
735718,3878,f
195140,3877,t
329667,3877,t
363987,3877,t
39915,3877,f
416518,3877,t
542463,3877,t
611792,3877,f
97645,3877,t
1038284,3798,f
1139420,3798,f
1396852,3798,f
1551126,3798,f
157939,3798,f
182498,3798,f
233769,3798,f
236484,3798,f
266704,3798,f
275970,3798,t
329178,3798,f
372205,3798,f
403378,3798,f
470293,3798,f
1086124,3796,t
110520,3796,t
1126799,3796,f
1235373,3796,f
1262297,3796,f
135617,3796,f
1413230,3796,f
1427019,3796,t
1611167,3796,f
187488,3796,t
193421,3796,f
219379,3796,t
23002,3796,f
264985,3796,t
307200,3796,t
367841,3796,t
375775,3796,t
384767,3796,t
42792,3796,f
579151,3796,t
688610,3796,f
75500,3796,f
934741,3796,t
955391,3796,t
967945,3796,f
1015870,3794,f
14947,3794,t
1620515,3794,f
199079,3794,f
205500,3794,f
208095,3794,f
208514,3794,f
249256,3794,f
267674,3794,f
307184,3794,t
310705,3794,f
331804,3794,f
336585,3794,f
347346,3794,f
391833,3794,f
581311,3794,f
604813,3794,f
73667,3794,f
8692,3794,f
881899,3794,t
970926,3794,f
1000524,3793,f
105255,3793,f
1162809,3793,f
1181184,3793,f
124902,3793,f
133890,3793,f
138682,3793,f
1436242,3793,t
153753,3793,f
180374,3793,f
181796,3793,f
181843,3793,f
208528,3793,t
214031,3793,f
232010,3793,f
301285,3793,f
3347,3793,f
348330,3793,f
360021,3793,f
3844,3793,f
396514,3793,f
431940,3793,f
45322,3793,f
470295,3793,f
493548,3793,f
69963,3793,f
703926,3793,f
708311,3793,f
718982,3793,f
784636,3793,f
86239,3793,f
862457,3793,f
867048,3793,t
960508,3793,f
187143,3791,f
231831,3791,t
294864,3791,f
397367,3791,f
510334,3791,f
51128,3791,f
644556,3791,t
760974,3791,t
104200,3790,f
1166820,3790,f
187105,3790,f
242196,3790,f
281844,3790,f
368304,3790,f
390698,3790,f
479617,3790,f
548587,3790,f
6167,3790,f
86976,3790,f
97674,3790,f
1342564,3268,f
151123,3268,f
16014,3268,f
1674553,3268,t
262924,3268,f
442365,3268,f
453243,3268,t
454939,3268,f
489417,3268,f
529388,3268,t
5301,3268,f
595267,3268,f
596027,3268,f
767844,3268,f
279758,3218,t
78278,3218,f
941046,3218,f
1007592,3197,f
1121192,3197,t
1221313,3197,t
1248871,3197,f
1254699,3197,t
145650,3197,t
157133,3197,t
1576735,3197,t
160824,3197,t
161812,3197,f
174580,3197,t
207644,3197,t
226458,3197,f
25535,3197,t
329667,3197,t
339239,3197,t
340573,3197,t
347842,3197,t
353060,3197,t
360313,3197,f
369652,3197,t
542812,3197,t
60007,3197,t
689146,3197,t
74871,3197,t
750595,3197,t
759687,3197,t
78799,3197,f
106726,3026,t
109919,3026,t
112829,3026,t
1300658,3026,t
152798,3026,t
180034,3026,t
188681,3026,t
220198,3026,t
23149,3026,t
248348,3026,t
411127,3026,t
51754,3026,t
56111,3026,t
572792,3026,t
6349,3026,t
683068,3026,t
688410,3026,t
914566,3026,f
10230,3008,t
1052698,3008,t
1064669,3008,t
110170,3008,t
116637,3008,t
123917,3008,t
1321643,3008,t
1347656,3008,t
134966,3008,t
148823,3008,t
158594,3008,t
164123,3008,t
236260,3008,t
237457,3008,t
2387,3008,t
242663,3008,t
29266,3008,t
316503,3008,t
339368,3008,t
341967,3008,t
349241,3008,t
350507,3008,t
354541,3008,t
359749,3008,t
382303,3008,t
38257,3008,t
410552,3008,t
445767,3008,t
45460,3008,t
51486,3008,t
5370,3008,t
5419,3008,t
56430,3008,t
603232,3008,t
87879,3008,t
124768,2991,t
1816916,2991,f
232737,2991,f
244355,2991,t
314207,2991,f
387149,2991,f
407936,2991,t
468496,2991,t
735871,2991,t
1315569,2980,t
370886,2980,t
1426177,2972,t
327981,2972,t
919852,2972,t
955391,2972,t
1357928,2969,f
1548214,2969,f
1749611,2969,f
1757115,2969,f
180259,2969,f
279465,2969,f
287694,2969,f
433960,2969,f
441059,2969,f
629625,2969,f
67997,2969,f
68408,2969,f
77119,2969,f
891276,2969,f
905291,2969,f
917845,2969,f
955391,2969,f
1018806,2967,t
1152869,2967,t
1169087,2967,f
1187887,2967,t
1199910,2967,t
1636285,2967,t
1795834,2967,t
2685,2967,t
39434,2967,t
401529,2967,t
4021,2967,t
409468,2967,f
647610,2967,t
763741,2967,t
777669,2967,t
853547,2967,f
85429,2967,t
984304,2967,t
1309210,2966,f
1470447,2966,f
1480351,2966,f
1609156,2966,t
1653229,2966,f
1763824,2966,f
201061,2966,f
203260,2966,f
250248,2966,f
267896,2966,f
286186,2966,f
344471,2966,f
346698,2966,f
384592,2966,f
409468,2966,f
48262,2966,f
5486,2966,f
702414,2966,t
753740,2966,f
993017,2966,f
142603,2957,f
241485,2957,f
323368,2957,t
36902,2957,f
379268,2957,f
451735,2957,t
571829,2957,t
701613,2957,f
833139,2957,f
95927,2957,f
999963,2957,f
1193804,2956,f
1270590,2956,f
142831,2956,f
178761,2956,f
181994,2956,f
208264,2956,f
212829,2956,f
219561,2956,f
305287,2956,f
366071,2956,f
366431,2956,f
38121,2956,f
396468,2956,f
406296,2956,f
454529,2956,f
5478,2956,f
585432,2956,f
613073,2956,f
640034,2956,f
669931,2956,f
70853,2956,t
741466,2956,f
820953,2956,f
894070,2956,f
960743,2956,f
1752843,2954,f
371805,2954,t
1124825,2952,t
182573,2952,f
1133628,2951,t
1284905,2951,t
1331912,2951,t
135069,2951,f
1502411,2951,f
153951,2951,t
1683212,2951,f
181244,2951,t
232313,2951,f
241105,2951,f
267711,2951,t
268929,2951,f
272430,2951,t
32644,2951,t
330600,2951,t
395870,2951,t
46959,2951,f
504665,2951,t
59786,2951,t
819640,2951,f
848086,2951,t
971990,2951,t
974397,2951,f
979855,2951,t
1153063,2950,f
1444701,2950,f
14584,2950,f
187929,2950,f
255226,2950,f
310726,2950,t
390020,2950,f
422195,2950,f
854973,2950,f
8920,2950,f
1214790,2884,f
1377119,2884,f
166889,2884,f
1689276,2884,f
258040,2884,f
272430,2884,f
292007,2884,f
361991,2884,f
418811,2884,f
714773,2884,f
75882,2884,f
806112,2884,f
83114,2884,f
847753,2884,f
930910,2884,f
129840,2867,f
1501103,2867,t
232743,2867,t
243646,2867,t
2779,2867,t
287381,2867,t
299818,2867,f
420830,2867,f
757412,2867,t
982035,2867,t
114579,2855,t
138585,2855,t
147281,2855,f
147515,2855,t
1592012,2855,t
1688108,2855,t
191432,2855,t
305138,2855,f
346642,2855,t
357099,2855,f
370224,2855,t
446777,2855,t
621892,2855,t
686949,2855,t
69399,2855,f
751294,2855,t
818578,2855,t
82689,2855,t
963814,2855,t
199202,2847,t
289049,2847,t
370430,2847,f
1993,2842,t
389620,2842,f
673972,2842,t
1032923,2841,t
1046489,2841,t
110503,2841,f
1134128,2841,f
1191960,2841,t
1199303,2841,f
1242941,2841,t
1363121,2841,t
1464488,2841,f
15047,2841,t
1518266,2841,f
292397,2841,t
575908,2841,t
5988,2841,t
798131,2841,t
93412,2841,t
1108853,95637,t
1183782,95637,t
23394,95637,t
269507,95637,t
740351,95637,t
1050474,95636,f
10611,95636,t
1104204,95636,f
1130791,95636,f
1246313,95636,f
1460116,95636,t
152840,95636,t
1563560,95636,t
1731662,95636,t
208117,95636,f
217543,95636,t
241110,95636,f
254323,95636,f
360508,95636,t
363322,95636,t
385781,95636,t
387179,95636,f
398697,95636,t
522733,95636,t
542413,95636,t
602843,95636,f
653641,95636,f
676500,95636,t
714471,95636,f
750726,95636,t
753946,95636,t
800471,95636,f
86345,95636,f
89487,95636,f
911792,95636,t
981725,95636,t
1237965,95484,t
267348,95484,t
420719,95484,f
447288,95484,f
614555,95484,f
96388,95484,f
1070928,95480,t
112758,95480,t
1157926,95480,t
1210537,95480,t
1429658,95480,f
162277,95480,f
183912,95480,t
186819,95480,f
202116,95480,f
238047,95480,f
253829,95480,t
280073,95480,f
293114,95480,t
3052,95480,f
324143,95480,f
339576,95480,f
366815,95480,f
392620,95480,f
43707,95480,t
46062,95480,t
523585,95480,f
533659,95480,t
638802,95480,f
76056,95480,t
780862,95480,f
800406,95480,t
8883,95480,f
893126,95480,t
104449,95178,t
1082775,95178,t
1113229,95178,f
1136634,95178,f
12100,95178,t
1283249,95178,t
1623660,95178,t
191671,95178,f
218498,95178,f
299183,95178,t
31395,95178,t
324253,95178,t
3289,95178,f
360181,95178,f
412088,95178,f
497085,95178,f
558366,95178,t
697103,95178,f
772451,95178,t
836098,95178,t
933619,95178,f
10288,95177,t
1150118,95177,t
1202938,95177,t
1230507,95177,t
1287903,95177,t
1293898,95177,t
1299369,95177,t
1325,95177,t
13815,95177,t
153276,95177,t
1545951,95177,t
1576413,95177,t
169136,95177,f
169657,95177,f
17715,95177,t
196639,95177,f
276247,95177,t
280633,95177,t
323304,95177,t
334961,95177,t
346248,95177,t
358540,95177,t
363145,95177,f
377861,95177,t
450364,95177,f
506389,95177,f
520369,95177,f
868235,95177,f
947425,95177,t
955298,95177,f
1213817,95176,t
1570643,95176,t
17283,95176,t
438226,95176,f
584638,95176,f
698567,95176,f
848694,95176,t
106658,94875,f
1125146,94875,f
1300070,94875,f
1376998,94875,f
1432159,94875,f
1504945,94875,f
172090,94875,f
206293,94875,f
293114,94875,f
317583,94875,t
398452,94875,f
5358,94875,f
54047,94875,f
561892,94875,f
57183,94875,f
667210,94875,f
753740,94875,f
781106,94875,t
812107,94875,f
833042,94875,f
868114,94875,f
988941,94875,f
117341,94184,t
125438,94184,t
186168,94184,t
301706,94184,t
435883,94184,t
45073,94184,f
49264,94184,t
51486,94184,t
919267,94184,t
1123494,94174,f
1140083,94174,f
1170198,94174,f
1221631,94174,f
1287309,94174,t
1363121,94174,f
1376998,94174,t
1383597,94174,f
144747,94174,t
165012,94174,f
1763824,94174,f
323304,94174,f
354391,94174,t
367018,94174,f
46571,94174,f
476720,94174,f
655286,94174,t
66287,94174,f
677262,94174,f
689146,94174,f
802120,94174,f
1516270,93378,t
1763824,93378,t
178366,93378,f
239215,93378,f
268272,93378,f
366436,93378,t
407936,93378,f
446301,93378,f
924665,93378,t
958608,93378,t
503648,93076,f
641476,93076,f
311876,92653,t
335977,92653,f
74163,92653,t
931698,92653,f
113147,88913,f
119165,88913,f
20256,88913,f
451408,88913,f
514161,88913,f
54760,88913,f
248771,88197,f
318035,88197,t
39934,88197,f
347923,33175,t
10453,119208,t
1099481,119208,t
1461625,119208,t
1654355,119208,t
185356,119208,t
190721,119208,t
205503,119208,t
23651,119208,t
254035,119208,t
27748,119208,t
299496,119208,t
310227,119208,t
329213,119208,t
335518,119208,t
38908,119208,t
42886,119208,t
493388,119208,t
5111,119208,t
78430,119208,t
1105211,85921,t
1157734,85921,f
1304217,85921,f
1329883,85921,t
139890,85921,f
151550,85921,f
1547129,85921,f
1573555,85921,t
193210,85921,t
19712,85921,f
201962,85921,f
230106,85921,f
303142,85921,f
316274,85921,f
324143,85921,f
3630,85921,t
376956,85921,f
386177,85921,f
700094,85921,f
774918,85921,f
964445,85921,f
973967,85921,f
10381,78249,f
1097582,78249,f
1248527,78249,t
1341079,78249,t
1401050,78249,f
1511615,78249,f
157911,78249,t
1636285,78249,f
1811766,78249,f
1816781,78249,f
223344,78249,f
224628,78249,f
32160,78249,f
331381,78249,f
345428,78249,t
348672,78249,t
356839,78249,f
391859,78249,t
483330,78249,f
54607,78249,f
573550,78249,f
615001,78249,f
65793,78249,f
680530,78249,f
7,78249,f
700938,78249,f
710809,78249,f
711157,78249,t
71183,78249,t
784837,78249,t
8298,78249,f
881894,78249,t
1060942,89361,t
1130327,89361,t
1224909,89361,t
1327652,89361,t
1347660,89361,t
1641829,89361,f
167219,89361,t
1734217,89361,f
190273,89361,t
193828,89361,t
19514,89361,t
197351,89361,t
250421,89361,t
257502,89361,t
268045,89361,t
269507,89361,t
296283,89361,t
305138,89361,t
316961,89361,t
353894,89361,f
362931,89361,f
410074,89361,t
449569,89361,t
511700,89361,t
570499,89361,t
632183,89361,t
815097,89361,t
833042,89361,t
885,89361,t
907279,89361,t
109802,89041,t
1350724,89041,f
1477108,89041,f
151418,89041,f
18096,89041,t
211104,89041,t
221828,89041,f
356981,89041,t
379965,89041,t
408336,89041,t
446818,89041,f
469404,89041,f
497279,89041,f
51601,89041,t
52848,89041,t
66228,89041,f
872766,89041,f
879098,89041,f
823646,86292,f
95306,86292,f
328073,85407,f
33962,85407,t
356484,85407,f
746784,85407,f
1183782,85292,f
1566046,85292,f
170650,85292,f
17102,85292,f
198716,85292,f
1989,85292,f
222911,85292,f
247447,85292,f
263371,85292,f
278756,85292,f
278877,85292,f
30778,85292,f
310779,85292,t
347684,85292,f
3517,85292,f
37375,85292,f
393391,85292,f
398717,85292,f
406262,85292,f
417916,85292,f
452242,85292,f
533142,85292,f
545870,85292,f
713974,85292,f
722213,85292,f
767547,85292,f
9518,85292,f
1061655,85186,t
109402,85186,t
1267796,85186,t
148332,85186,t
194737,85186,f
223314,85186,f
230525,85186,t
328073,85186,f
388761,85186,f
71270,85186,f
765111,85186,f
81024,85186,t
826839,85186,t
87209,85186,t
9631,85186,t
983751,85186,t
1135259,84426,f
1168386,84426,f
1354147,84426,t
176465,84426,f
255548,84426,f
282047,84426,f
289049,84426,f
364475,84426,t
455430,84426,f
583819,84426,t
78707,84426,f
918425,84426,f
957429,84426,f
111006,83210,t
1314348,83210,t
1490848,83210,f
200314,83210,t
248794,83210,t
280229,83210,f
585896,83210,f
68489,83210,t
70285,83210,t
734328,83210,t
809564,83210,f
8298,83210,t
883205,83210,t
954116,83210,t
248911,83043,t
53422,83043,t
545870,83043,t
607545,83043,t
122056,82701,f
1304141,82701,f
138365,82701,f
195985,82701,f
23929,82701,f
24419,82701,f
31983,82701,f
340748,82701,f
347842,82701,f
354484,82701,f
367126,82701,t
402541,82701,f
433124,82701,f
484084,82701,f
57916,82701,f
616927,82701,f
629060,82701,f
765250,82701,f
767547,82701,f
7756,82701,f
84269,82701,f
1083865,82537,f
847890,82537,f
310975,82450,f
1007592,82449,t
1100990,82449,t
120233,82449,t
1387014,82449,t
158321,82449,t
1757115,82449,t
181672,82449,t
1838050,82449,t
22196,82449,t
234452,82449,t
323008,82449,t
351709,82449,t
398452,82449,f
416333,82449,t
416481,82449,t
421598,82449,t
476284,82449,f
732007,82449,t
811428,82449,t
865759,82449,t
867130,82449,t
99885,82449,t
1213917,82309,t
123680,82309,t
1394046,82309,f
146439,82309,t
151420,82309,t
1542155,82309,t
1557130,82309,t
1663443,82309,t
197333,82309,t
212250,82309,t
236461,82309,f
35946,82309,t
398452,82309,t
4424,82309,t
49436,82309,t
565384,82309,t
740759,82309,t
82006,82309,t
1048651,82283,f
1050474,82283,t
1106176,82283,f
1378786,82283,t
1547693,82283,f
167014,82283,f
167860,82283,f
181318,82283,f
220792,82283,f
347941,82283,f
355962,82283,f
410106,82283,f
454939,82283,f
492334,82283,f
546633,82283,f
57152,82283,f
58813,82283,f
67141,82283,f
711644,82283,f
731178,82283,t
74734,82283,f
884315,82283,f
977611,82283,f
1049201,81676,f
1128718,81676,f
117875,81676,f
123399,81676,t
1336756,81676,f
1665180,81676,t
171231,81676,f
1723396,81676,f
197660,81676,f
22187,81676,f
238271,81676,t
273691,81676,f
277038,81676,t
359074,81676,f
407936,81676,t
420734,81676,f
53384,81676,f
82191,81676,t
869371,81676,t
92851,81676,f
1061700,80880,f
111740,80880,t
1133480,80880,t
1170198,80880,f
1238133,80880,f
1253442,80880,f
129607,80880,f
14916,80880,t
177183,80880,t
209347,80880,t
249452,80880,t
29268,80880,t
317610,80880,t
324993,80880,t
372519,80880,t
374100,80880,t
387956,80880,f
439446,80880,t
441568,80880,t
62632,80880,t
778439,80880,t
829040,80880,f
955823,80880,t
115343,80668,t
123294,80668,f
1357079,80668,f
17494,80668,f
197503,80668,f
217732,80668,f
252621,80668,f
263136,80668,f
276198,80668,f
380617,80668,f
432312,80668,f
452778,80668,f
453815,80668,f
473869,80668,f
53308,80668,f
560348,80668,f
56801,80668,f
578377,80668,t
726239,80668,f
788986,80668,f
815097,80668,f
82981,80668,f
84291,80668,f
91618,80668,t
979488,80668,f
101192,80210,f
1020825,80210,t
1121915,80210,t
1178841,80210,t
1627855,80210,f
199202,80210,f
208018,80210,f
208528,80210,f
212250,80210,t
302427,80210,f
304541,80210,t
306321,80210,f
351594,80210,f
394776,80210,f
570816,80210,f
721852,80210,f
7756,80210,f
878983,80210,f
906807,80210,f
915139,80210,t
100410,79726,t
1008066,79726,t
1016731,79726,t
1022876,79726,t
1093850,79726,t
1171831,79726,f
1522767,79726,t
160565,79726,t
166144,79726,t
171070,79726,t
199555,79726,t
200319,79726,f
215503,79726,t
235911,79726,t
275713,79726,t
31532,79726,t
32160,79726,t
344112,79726,t
356887,79726,t
384431,79726,t
412062,79726,t
471212,79726,t
524807,79726,t
659175,79726,t
742979,79726,t
144413,79349,f
169490,79349,f
211079,79349,f
235317,79349,f
26434,79349,f
289526,79349,f
350010,79349,f
372004,79349,f
42594,79349,f
454535,79349,f
659797,79349,f
987333,79349,f
1030072,78836,f
1306127,78836,f
1371623,78836,f
1448668,78836,f
4021,78836,f
563963,78836,f
613073,78836,f
618364,78836,f
70790,78836,t
929525,78836,t
139106,78814,f
178556,78814,f
188039,78814,f
235883,78814,f
23691,78814,f
357142,78814,f
363015,78814,f
369039,78814,f
